,nombre_del_platillo,ingredientes,kcal,carbohydrate,protein,total_fat,sugars,fiber
91,Deliciosas manzanas horneadas de canela,"1 cucharadita de mantequilla, 2 cucharadas de azúcar morena, 3 cucharaditas de azúcar de vainilla, 3 cucharaditas de canela molida, 1 cucharadita",161,37,1,1,27,6
92,Ensalada Waldorf,"½ taza de mayonesa, 1 cucharada de azúcar blanca, 1 cucharadita de jugo de limón, ? cucharadita de sal, 3 manzanas: peladas, con núcleo y picada, 1 taza de apio en rodajas finas, ½ taza de nueces picadas, ½ taza de pasas (opcionales)",293,24,2,21,17,3
93,Crostada de cranberros de manzana,"3 cucharadas de mantequilla, 2 libras de manzanas Granny Smith (u otras manzanas firmes, crujientes), peladas, descuidadas, con núcleo y rodajas de 1/4 de pulgada de espesor, 1 libra de manzanas Macintosh (u otras manzanas de textura suave que se desmoronan cuando se cocinan), pelado, descuidado, con núcleo y en rodajas de 1/4 de pulgada de espesor, ½ taza de azúcar, ½ taza de arándanos secos, hojas de hojaldre congelado de 1 hoja, descongelado pero aún frío (siga direcciones del paquete), 1 clara de huevo, ligeramente batida, 1 cucharada de azúcar , 1 taza opcional: helado o crema batida ligeramente endulzada",418,60,4,18,40,5
94,Pie de manzana de la abuela Ople,"8 manzanas pequeñas Granny Smith, o según sea necesario, ½ taza de mantequilla sin sal, 3 cucharadas de harina para todo uso, hojas",387,52,2,19,0,3
95,Sarah's casera de manzana,"4 manzanas: peladas, con cólera y picada, ¾ taza de agua, ¼ de taza de azúcar blanca, ½ cucharadita de canela molida",128,32,0,0,27,4
96,Manzana crujiente,"10 tazas de manzanas para todo uso, pelado, con núcleo y en rodajas, 1 taza de azúcar blanca, 1 cucharada de harina para todo uso, 1 cucharadita de canela molida, ½ taza de agua, 1 taza de avena de cocción rápida, 1 taza de harina de uso múltiple, 1 taza azúcar morena empaquetada, ¼ cucharadita de polvo de hornear, ¼ cucharadita de bicarbonato de sodio, ½ taza de mantequilla, derretido",324,61,2,8,44,3
97,Relleno de pastel de manzana,"18 tazas de manzanas en rodajas finas, 3 cucharadas de jugo de limón, 10 tazas de agua, 4 ½ tazas de azúcar blanco, 1 taza de maicena, 2 cucharaditas de canela molida, 1 cucharadita de sal, ¼ cucharadita de nuez moscada",132,33,0,0,28,1
98,CRISP CRISPLA DE MAPILE FÁCIL,"6 manzanas: peladas, con córbidas y en rodajas, 2 cucharadas de azúcar blanca, 1 ½ cucharaditas de canela molida, dividida, 1 taza de azúcar morena, ¾ taza de avena pasada de moda, ¾ taza de harina para todo uso, ½ taza de mantequilla fría",641,99,5,25,63,8
99,Sidra de manzana fácil,"1 (64 onza fluida) Cidera de manzana de botella, 3 palitos de canela, 1 cucharadita de toda la pimienta de Jama",172,43,0,0,38,1
100,Cranberry de manzana,"2 libras de manzanas Granny Smith: peladas, con núcleo y en rodajas finas, ¾ taza de arándanos, ¼ de taza de azúcar blanca, 1 cucharada de canela molida, 1 cucharadita de nuez moscada",288,43,2,12,32,4
101,Albóndigas de manzana a la antigua,"1 pastel de receta para pastel de doble corteza, 6 manzanas grandes de abuelita, pelado y con núcleo, ½ taza de mantequilla, ¾ taza de azúcar morena, 1 cucharadita de canela molida, ½ cucharadita extracto",927,148,5,35,115,7
102,Manzanas fritas del sur,"½ taza de mantequilla, ½ taza de azúcar blanca, 2 cucharadas de canela molida, 4 manzanas Granny Smith - peladas, con núcleo y rodajas",391,45,1,23,39,5
103,Pérdidas de balón de manzanas,"2 cucharadas de jugo de limón, 4 tazas de agua, 4 manzanas Granny Smith - peladas, con núcleo y en rodajas, 2 cucharadas de mantequilla, 1 taza de azúcar morena, 1 cucharadita de canela molida, 1 cucharada de maíz, 1 cucharada de agua, 1 (17.25 onzas) paquete congelado congelado Hojas de pastelería, descongeladas, 1 taza de azúcar de los confitores, 1 cucharada de leche, 1 cucharadita de extracto de vainilla",574,80,5,26,50,2
104,Apple Crisp - Perfecto y fácil,"2 ½ tazas de manzanas: peladas, con núcleo y rodajas, 1 taza de harina de uso múltiple, 1 taza de azúcar blanca, ½ cucharadita de canela molida, ¼ cucharadita de sal, ½ taza de mantequilla, suavizado",376,56,2,16,38,2
105,Las mejores manzanas de caramelo,"8 manzanas tartas grandes, 8 palillos de madera para asas, 2 tazas de azúcar morena empaquetada, 1 (14 onzas) lata de leche condensada endulzada, 1 taza de jarabe de maíz ligero, 1 taza de mantequilla, 2 cucharaditas de extracto de vainilla",840,142,5,28,113,5
106,sopa mulligatawny,"½ taza de cebolla picada, 2 tallos de apio, picado, 1 zanahoria, cortado en cubitos, ¼ de taza de mantequilla, 1 ½ cucharadas , 1 pechuga de pollo sin piel y sin piel: corte en cubos, 1 tomillo secado, sal y pimienta negra molida al gusto, ½ taza de crema espesa, calentada",228,14,7,16,3,1
107,Manzanas salteadas,"¼ de taza de mantequilla, 4 manzanas tartas grandes: peladas, con núcleo y rodajas de 1/4 de pulgada de espesor, ½ taza de agua fría, 2 cucharaditas de maíz, ½ taza de azúcar morena, ½ cucharadita de canela molida",150,24,0,6,20,3
108,Sidra de manzana casera,"10 manzanas grandes, acuarteladas, agua, para cubrir, ¾ taza de azúcar blanco, 1 cucharada de canela molida, 1 cucharada de pimienta de Jama",88,22,0,0,18,2
109,Llenado de pastel de manzana enlatada,"4 ½ tazas de azúcar blanca, 1 taza de maicena, 2 cucharaditas de canela molida, ¼ cucharadita de nuez moscada, 10 tazas de agua, 2 cucharaditas de sal, 3 cucharadas de jugo de limón, 2 gotas colorante de comida amarilla, 6 libras manzanas",100,25,0,0,21,1
110,Pastel de manzana fácil,"1 (14.1 onzas) Pastel de paquete para un pastel de doble corteza de 9 pulgadas, ¾ taza de azúcar blanca, o más al gusto, 1 cucharadita de canela molida, 6 tazas de manzanas en rodajas finas, 1 cucharada de mantequilla",257,42,2,9,29,3
111,Pastel de migas de manzana,"6 tazas de manzanas en rodajas finas, 1 cucharada de jugo de limón (opcional), ¾ taza de azúcar blanca, 2 cucharadas de harina de uso múltiple, ½ cucharadita de canela molida, ? cucharadita de nuez moscada, ½ taza (opcional), ½ tazas de nuez picado (opcional) , 1 (9 pulgadas) concha de pastel, ½ taza de harina para todo uso, ½ taza de azúcar morena empaquetada, 3 cucharadas de mantequilla",431,70,4,15,49,4
112,Manzanas de caramelo,"6 manzanas, 6 barras de madera, spray de cocina, paquete de 1 (14 onzas) caramelos envueltos individualmente, sin envolver, 2 cucharadas de leche",350,70,4,6,57,3
113,pastel de manzana aleman,"1 taza de aceite vegetal, 2 huevos, 2 tazas de azúcar blanca, 1 cucharadita de extracto de vainilla, 2 tazas de harina para todo uso, 2 cucharaditas de canela molida, 1 cucharadita de bicarbonato de sodio, ½ cucharadita de sal, 4 tazas de manzanas - peladas, con núcleo y cubierta cubierta",210,28,2,10,19,1
114,"Impresionante salchicha, relleno de manzana y arándano","3 ¾ tazas de pan blanco en cubos, 1 ½ tazas de pan de trigo integral, salchicha de pavo molido de 1 libra, 1 taza de cebolla picada, ¾ taza de apio picado, 2 ½ cucharaditas Deliciosa manzana, córnida y picada, ¾ taza de arándanos secos, ? Copa de perejil fresco picado, 1 hígado de pavo cocido, finamente picado, ¾ taza de caldo de pavo, 4 cucharadas de mantequilla sin sal, derretida",248,22,13,12,9,2
115,Pasteles manuales,"2 cucharadas de mantequilla, 2 manzanas verdes grandes: peladas, con núcleo y cortadas en trozos, 2 cucharadas de azúcar morena, ¼ taza de azúcar blanca, ¼ cucharadita de sal, 1 ½ cucharaditas de canela molida (Opcional), masa de pastel preparada de 1 libra, cortado en 4 piezas, 1 huevo, 2 cucharaditas de leche, 1 cucharadita de azúcar blanca o según sea necesario",742,82,9,42,31,6
116,Increíble mantequilla de manzana,"10 libras de manzanas, parcialmente, 4 tazas de jugo de manzana sin azúcar, 1 taza de azúcar blanca, 1 cucharada de vinagre de manzana, 1 ½ cucharaditas de canela molida, ½ cucharadita de clavo molido, ½ cucharadita",80,20,0,0,16,2
117,Muffins fáciles de canela de manzana,"1 ½ tazas de harina para todo uso, ¾ taza de azúcar blanca, 2 cucharaditas de polvo de hornear, 1 cucharadita de canela molida, ½ cucharadita de sal, 1 huevo, ? taza de aceite vegetal, ? taza de leche, 2 manzanas - peladas, córradas y picadas",601,79,6,29,47,3
118,El increíble pan de manzana de Debbie,"2 huevos, 2 tazas de azúcar blanca, ½ taza de aceite vegetal, 2 cucharaditas de extracto de vainilla, 2 tazas de manzanas, peladas y cortadas en picada, 2 tazas de harina para todo uso, 1 ½ cucharaditas de sal, 1 cucharadita de horno en polvo, ½ cucharadita de canela molida o más probar",376,63,4,12,43,1
119,Buñuelos de manzana de mamá,"1 litera de aceite vegetal para freír, 1 ½ tazas de harina para todo uso, 1 cucharada de azúcar blanca, 2 cucharaditas en polvo de hornear, ½ cucharadita de sal, ? taza de leche, 2 huevos grandes, batidos, 1 cucharada de aceite vegetal, 3 tazas de manzanas- pelado, con núcleo y picado, 1 taza de azúcar de canela",121,17,2,5,3,1
120,Fácil de relleno de pastel de manzana,"1 (21 onzas) puede llenar el pastel de manzana, ½ cucharadita de canela molida, ½ cucharadita",567,67,5,31,9,2
121,Muffins de Apple Strudel,"2 tazas de harina para todo uso, 1 cucharadita de hornear en polvo, ½ cucharadita de bicarbonato de sodio, ½ cucharadita de sal, 1 taza de azúcar blanco, ½ taza de mantequilla, 2 huevos grandes, 1 ¼ cucharadita de vainilla, 1 ½ tazas de manzanas picadas",266,41,3,10,24,1
122,Deliciosas manzanas horneadas de canela,"1 cucharadita de mantequilla, 2 cucharadas de azúcar morena, 3 cucharaditas de azúcar de vainilla, 3 cucharaditas de canela molida, 1 cucharadita",161,37,1,1,27,6
123,Ensalada Waldorf,"½ taza de mayonesa, 1 cucharada de azúcar blanca, 1 cucharadita de jugo de limón, ? cucharadita de sal, 3 manzanas: peladas, con núcleo y picada, 1 taza de apio en rodajas finas, ½ taza de nueces picadas, ½ taza de pasas (opcionales)",293,24,2,21,17,3
124,Manzanas horneadas de microondas,"2 manzanas, 2 cucharadas de azúcar morena, 1 cucharadita de canela molida, 1 cucharadita de nuez moscada, 2 cucharaditas de mantequilla",201,38,1,5,32,5
125,panquecillo de manzana alemana,"4 huevos, ½ taza de harina sin blanqueo para todo uso, 1 cucharada de azúcar, ½ cucharaditas de hornear en polvo, 1 sal pizca, 1 taza de leche, 1 cucharadita de extracto de vainilla, 2 cucharadas de mantequilla sin sal, derretida, ½ cucharadita de nuez molido, ¼ taza de mantequilla sin cal. ½ taza de azúcar blanca, dividida, ½ cucharadita de canela molida, ½ cucharadita",464,52,10,24,37,2
126,Muffins de avena de canela de manzana,"¼ taza de avena de cocción rápida, 1 cucharada de azúcar morena, 1 cucharada de mantequilla derretida, ¼ cucharadita de canela molida",199,30,4,7,10,2
127,Chuletas de cerdo de puré de manzana,"1 cucharada de mantequilla, 1 manzana: pelada, con núcleo y rodajas, ¼ de taza de cebolla picada, 2 (1/2 pulgadas de espesor) chuletas de cerdo, ½ cucharadita de sal, pimienta negra molida al gusto, ¾ taza de manzana, 2 cucharadas de azúcar marrón, azúcar, azúcar, azúcar, azúcar, azúcar, azúcar marrón, ½ cucharadita de mostaza molida, ? cucharadita de canela",402,36,24,18,30,3
128,Mantequilla de manzana de todo el día,"5 ½ libras de manzanas: peladas, con núcleo y finamente picadas, 4 tazas de azúcar blanca, 2 cucharaditas de canela molida, ¼ cucharadita de clavo molido, ¼ cucharadita de sal",36,9,0,0,8,1
129,Muffins fáciles de gloria de la mañana,"2 tazas de harina para todo uso, 1 ¼ tazas de azúcar blanca, 2 cucharaditas de bicarbonato de sodio, 2 cucharaditas de canela molida, ¼ cucharadita de sal, 2 tazas de zanahorias ralladas, 1 manzana - peladas, con núcleo y ralladas, ½ taza de taisins, ½ taza de núcleos picados, núcleos picados, núcleo, núcleo, núcleos picados, núcleos, núcleo, núcleo, núcleo, núcleos picados, núcleo, núcleo, núcleo, núcleo, núcleo, núcleos picados, núcleos,, núcleos, núcleos picados, núcleos,, núcleos picados, núcleos,, núcleo, núcleo, núcleos picados, ½ taza de coco en escamas sin azúcar, 3 huevos grandes, 1 taza de aceite vegetal, 2 cucharaditas de extracto de vainilla",425,45,5,25,23,3
130,Avena de manzana crujiente,"1 taza de azúcar morena, 1 taza de avena enrollada, 1 taza de harina para todo uso, ½ taza de mantequilla, derretida, 3 tazas de manzanas - peladas, con núcleo y picada, ½ taza de azúcar blanca, 2 cucharaditas de canela molida",380,65,3,12,44,3
131,Panqueques de manzana de Veronica,"1 taza de manzana tarta triturada, 1 taza de leche, ¼ de taza de mantequilla, derretido, 1 huevo grande, 1 ¼ tazas de harina para todo uso, 1 cucharada de azúcar blanca, 1 ¼ cucharaditas de hornear polvo, ¼ cucharadita de canela molida",322,41,8,14,9,2
132,Pan de puré de manzana con especias,"1 ¼ tazas de puré de manzana, 1 taza de azúcar blanca, ½ taza de aceite vegetal, 2 huevos grandes, 3 cucharadas de leche, 2 tazas de harina de uso múltiple, 1 cucharadita de bicarbonato de sodio, ½ cucharadita de hornear en polvo de hornear ¼ cucharadita de pimienta de Jama de tierra, ¼ cucharadita de sal, ½ taza de nueces picadas",290,37,4,14,20,1
133,Rosas de manzana al horno,"1 manzana roja grande, con núcleo y muy fingido, ¼ de taza de azúcar blanca, 1 cucharadita de canela molida, 1 hoja de hojaldre congelado, descongelado, ¼ de taza de mantequilla derretida, 1 huevo grande, 2 cucharaditas de agua, 1 cucharadita de azúcar de los confidencios (opcionales)",1071,96,12,71,38,5
134,Pudín de pan de manzana de Gramma,"4 tazas de cubos de pan suave, 2 tazas peladas y manzanas en rodajas, ¼ de taza de pasas, 1 ¾ tazas de leche, 1 taza de azúcar morena, ¼ taza de margarina, 2 huevos grandes, batidos, 1 cucharadita de canela molida",440,59,6,20,47,1
135,Pastel de manzana holandés con streusel de avena,"5 tazas de manzanas: peladas, con núcleo y rodajas, ? taza de azúcar blanco, 2 cucharadas de harina para todo uso, ½ cucharadita de canela molida, costra de pastel congelada, 2 cucharadas de mantequilla, mantequilla, mantequilla, mantequilla, mantequilla de mantequilla, mantequilla de mantequilla, mantequilla papel de aluminio",448,63,4,20,38,3
136,Manzanas horneadas,"4 manzanas verdes agrias, ½ taza de azúcar morena, 4 cucharadas de mantequilla, 2 cucharaditas de canela molida",292,45,1,12,41,3
137,Carne picada,"1 cucharadita de canela molida, 1 cucharadita de clavos en el suelo, 1 cucharadita de jengibre molido, 1 cucharadita",137,22,1,5,20,2
138,Pastel de carne de olla instantánea,"2 libras de carne molida, 1 taza de migas de pan seco, ½ taza de cebolla en cubitos, ½ manzana - pelada, núcleo y cortada en cubitos, 1 huevo, 2 cucharaditas de ajo en polvo, ½ cucharadita de sal, ½ cucharadita de pimienta negra molida",299,19,22,15,8,1
139,Pastel de manzana a la antigua,"2 (9 pulgadas) costras de pastel sin hacer, 7 tazas peladas, manzanas con núcleo y en rodajas, 1 taza de azúcar blanca, 2 cucharadas de harina de uso múltiple, 1 cucharadita de canela molida, ¼ cucharadita de sal, ? cucharadita de nuez molido, 2 cucharadas de mantequilla de mantequilla",405,61,2,17,35,3
140,Strudel de manzana de hojaldre rápido,"4 manzanas medianas: peladas, con cólera y picada, ¾ taza de azúcar blanca, ½ taza de pasas, ½ taza de nueces picadas, 2 cucharaditas de canela molida, 1 cucharada huevo grande, ligeramente batido, 1 cucharada de azúcar blanco o sabor",389,54,5,17,34,3
141,Pasteles de manzana fritos,"2 tazas de harina para todo uso, 1 cucharadita de sal, ½ taza de acortamiento, frío, ½ taza de agua fría",764,35,3,68,10,2
142,Manzanas de sartén con canela,"¼ de taza de mantequilla, 8 manzanas, con núcleo y picada, ½ taza de azúcar morena, ¼ cucharadita de canela molida, ¼ cucharadita de nuez moscada",252,44,1,8,37,5
143,Pastel de manzana de sartén de hierro de la abuela,"½ taza de mantequilla, 1 taza de azúcar morena, 5 manzanas Granny Smith: peladas, con núcleo, descuidada y cortada en rodajas, 3 (9 pulgadas) costras de pastel preroleadas refrigeradas, 1 taza de azúcar blanca, dividida, 2 cucharaditas de canela molida, dividida, ¼ taza de azúcar blanco, 1 cucharada de mantequilla, cortado en trozos pequeños",750,108,3,34,70,2
144,Chips de manzana,"2 manzanas deliciosas doradas, con cejas y en rodajas finas, 1 ½ cucharaditas de azúcar blanca, ½ cucharadita de canela",28,7,0,0,6,1
145,Gelatina de manzana,"3 ½ libras de manzanas, con núcleo y cortado en cubitos, 3 tazas de agua, o según sea necesario, 7 ½ tazas de azúcar blanca, ½ cucharadita de mantequilla, 1 (2 onzas) paquete de fruta en polvo pectina",68,17,0,0,17,0
146,Coleslaz de manzana fácil,"3 tazas de repollo picado, 1 manzana roja sin pelar, con núcleo y picada, 1 manzana de abuelita sin pelar, núcleo y picada, 1 zanahoria, rallada, ½ taza de pimiento rojo finamente picado, 2 cebollas verdes, finamente picada, ? taza de mayonesa, ? taza azúcar morena, 1 cucharada de jugo de limón o sabor",149,25,1,5,20,2
147,Strudel de manzana fácil,"1 Granny Smith Manzana: pelada, con núcleo y en grueso, 3 manzanas Granny Smith: peladas, con núcleo y rodajas, 1 taza de azúcar morena, 1 taza de pasas doradas, 1 hoja de hojaldre congelado, descongelado, 1 huevo, ¼ taza de leche",529,88,6,17,62,4
